6999.9,0.0034456,-0.00033892,1.0379,-1.036,7.4766,-559.73,841.94,-6076.3,8.5509,0.093562,-0.6752,8.2907e+08,8.2907e+08
7000,-0.2082,-0.033643,1.0384,-1.0382,7.4767,-844.18,839.81,-6048.3,8.511,0.14117,-1.0186,1.7157e+08,1.7157e+08
7000.1,0.080681,-0.021073,1.0371,-1.0387,7.477,-986.44,837.84,-6031.4,8.4833,0.16531,-1.1893,9.873e+08,9.873e+08
7000,-0.13226,-0.08464,1.0385,-1.0376,7.4779,-1503.8,824.21,-5939.8,8.3544,0.25101,-1.8103,4.6354e+08,4.6354e+08
7000.1,0.10836,-0.12701,1.0372,-1.0378,7.4781,-1549.8,823.11,-5931.1,8.3388,0.25885,-1.8644,4.982e+08,4.982e+08
7000.1,0.11415,-0.23948,1.0395,-1.0374,7.477,-1146.7,833.24,-6005.6,8.4512,0.19201,-1.3832,7.2771e+06,7.2771e+06
6999.9,-0.035826,-0.039657,1.0381,-1.0368,7.4771,-943.42,837.03,-6036.4,8.4928,0.15774,-1.138,1.9061e+09,1.9061e+09
7000,-0.16563,-0.14568,1.0369,-1.0375,7.4775,-1173.7,832.99,-6003.6,8.4421,0.19599,-1.4142,2.7255e+08,2.7255e+08
7000.1,0.027994,-0.11012,1.0366,-1.0384,7.4764,-655.99,842.99,-6069.4,8.5374,0.10988,-0.79101,3.7195e+08,3.7195e+08
7000,-0.0073166,0.13435,1.0373,-1.0365,7.4782,-1465.8,824.53,-5948.9,8.3648,0.24456,-1.7643,6.1341e+08,6.1341e+08
7000.1,-0.034555,-0.097137,1.0384,-1.0384,7.4772,-1221.9,832.4,-5994,8.4321,0.20448,-1.4728,5.623e+08,5.623e+08
7000.2,-0.12256,0.014886,1.0374,-1.0368,7.4744,506.66,842.99,-6077.6,8.5578,-0.085458,0.61504,5.9916e+06,5.9916e+06
7000.1,-0.056709,-0.094212,1.0362,-1.039,7.4766,-782.41,841.75,-6057.2,8.5186,0.13101,-0.94333,9.71e+07,9.71e+07
7000,-0.10942,0.031312,1.0378,-1.0383,7.4768,-900.9,839.03,-6041.8,8.5005,0.15078,-1.0867,1.2106e+09,1.2106e+09
7000,-0.037626,-0.061169,1.037,-1.0365,7.4769,-746.29,840.19,-6060.6,8.5251,0.12472,-0.90007,1.6652e+09,1.6652e+09
6999.8,0.0099699,0.088676,1.0374,-1.0383,7.4772,-955.06,838.1,-6035.3,8.4899,0.15993,-1.1515,2.021e+08,2.021e+08
7000.1,0.098562,-0.061988,1.0383,-1.0395,7.4752,-206.93,847.42,-6093.7,8.5787,0.03472,-0.24887,1.3641e+07,1.3641e+07
6999.9,-0.016813,0.028995,1.0372,-1.0367,7.4771,-809.45,839.3,-6053.5,8.5155,0.13533,-0.97616,1.7005e+09,1.7005e+09
7000,-0.12959,0.0088715,1.0367,-1.0392,7.4769,-928.82,839.36,-6039.3,8.4941,0.15547,-1.1198,2.749e+08,2.749e+08
7000.1,-0.17323,0.1059,1.0388,-1.0364,7.4762,-593.76,841.85,-6072.6,8.548,0.099191,-0.71692,3.5101e+07,3.5101e+07
7000,-0.048005,-0.13507,1.0392,-1.0364,7.4763,-564.7,842.14,-6074.8,8.5516,0.094424,-0.68172,1.303e+08,1.303e+08
6999.9,0.044547,0.033141,1.037,-1.0384,7.4783,-1617.9,821.47,-5915.8,8.3167,0.2702,-1.9454,6.098e+08,6.098e+08
6999.9,0.050637,-0.014963,1.0389,-1.0379,7.4768,-879.43,838.94,-6043.6,8.5055,0.14737,-1.0612,4.2693e+08,4.2693e+08
7000.2,-0.047701,-0.086819,1.0365,-1.0375,7.4772,-1041,835.94,-6024.5,8.4713,0.17404,-1.2548,3.5738e+08,3.5738e+08
7000,-0.0041769,-0.097034,1.037,-1.0371,7.4744,601.82,842.26,-6070.3,8.5468,-0.10137,0.73043,5.4459e+07,5.4459e+07
6999.9,-0.033472,0.0042779,1.0384,-1.0387,7.4782,-1673.5,819.64,-5901.3,8.2996,0.27948,-2.0125,2.5522e+08,2.5522e+08
6999.9,0.11912,-0.032952,1.036,-1.0372,7.4781,-1330.9,828.97,-5976.8,8.4014,0.22233,-1.602,2.5423e+08,2.5423e+08
7000,-0.032307,-0.014731,1.0363,-1.0389,7.4775,-1223.7,833.03,-5995.6,8.4295,0.20473,-1.4738,5.5892e+08,5.5892e+08
7000.2,-0.068914,0.013087,1.0373,-1.0352,7.477,-837.89,837.64,-6050.3,8.5109,0.13986,-1.0108,3.1484e+07,3.1484e+07
7000.1,0.057125,-0.022708,1.0389,-1.0363,7.4763,-624.7,841.39,-6070.1,8.5441,0.10461,-0.75422,2.6682e+08,2.6682e+08
6999.9,0.065918,-0.092102,1.0371,-1.038,7.4776,-1167.3,833.5,-6004.4,8.4439,0.1953,-1.4064,7.892e+08,7.892e+08
7000.1,-0.10122,0.11728,1.0385,-1.0361,7.4753,-1.1692,844.95,-6096,8.5839,-0.00011862,0.00010404,5.0196e+07,5.0196e+07
7000,0.03724,0.022955,1.0377,-1.038,7.478,-1529.8,823.76,-5934.8,8.3457,0.25557,-1.8409,2.0223e+09,2.0223e+09
7000.1,0.079238,0.050853,1.0373,-1.0375,7.4774,-1160.2,833.25,-6005.2,8.4459,0.19412,-1.3983,2.1213e+09,2.1213e+09
6999.9,-0.20985,-0.099038,1.036,-1.0377,7.4776,-1092.8,835.08,-6017.2,8.4597,0.18243,-1.3165,3.627e+07,3.627e+07
6999.8,0.067856,0.22187,1.0389,-1.036,7.477,-788.43,838.84,-6054,8.5211,0.13196,-0.95151,1.558e+06,1.558e+06
6999.9,-0.030843,-0.11146,1.037,-1.0375,7.4767,-612.32,842.7,-6072.9,8.5435,0.10238,-0.73824,7.0153e+08,7.0153e+08
7000,0.18363,0.17319,1.0382,-1.0362,7.4766,-639.46,841.14,-6069.4,8.5417,0.10719,-0.77163,4.5508e+07,4.5508e+07
7000.1,-0.15499,0.035931,1.0384,-1.0398,7.4757,-499.53,845.62,-6079.7,8.5579,0.083657,-0.60279,1.2186e+07,1.2186e+07
7000,-0.092053,0.01732,1.036,-1.0383,7.4789,-1895.3,811.75,-5846.9,8.2165,0.31566,-2.2745,1.4268e+08,1.4268e+08
7000.1,0.12033,-0.0081168,1.0365,-1.0369,7.4769,-818.73,839.46,-6053.1,8.5132,0.13706,-0.98723,7.1669e+08,7.1669e+08
6999.9,0.08196,0.27761,1.0364,-1.0369,7.4764,-361.02,844.57,-6089.7,8.568,0.060405,-0.43448,1.3384e+07,1.3384e+07
7000,-0.008975,0.0473,1.0363,-1.0394,7.4792,-2152.7,801.98,-5771,8.11,0.35834,-2.5786,3.1912e+07,3.1912e+07
7000.1,0.066572,0.10304,1.0361,-1.0383,7.476,-367.93,845.73,-6089.7,8.5669,0.061613,-0.44293,1.3693e+08,1.3693e+08
6999.9,-0.08757,0.2562,1.0382,-1.0372,7.4768,-778.75,840.08,-6055.6,8.5218,0.1303,-0.93972,5.9022e+07,5.9022e+07
6999.9,-0.036914,-0.030742,1.0364,-1.0368,7.4772,-790.8,839.76,-6056.3,8.5176,0.13213,-0.95331,8.2895e+08,8.2895e+08
6999.8,-0.12014,0.017505,1.0377,-1.0367,7.4775,-1050,834.94,-6021.9,8.471,0.17538,-1.266,4.3652e+08,4.3652e+08
6999.9,-0.053371,-0.0037834,1.037,-1.036,7.4784,-1480.9,823.75,-5946.2,8.3598,0.24681,-1.782,4.0848e+08,4.0848e+08
7000.1,-0.1893,0.077175,1.0388,-1.0369,7.4779,-1496.4,823.79,-5941,8.3571,0.24962,-1.8018,1.1054e+08,1.1054e+08
7000.1,-0.050582,0.14142,1.0372,-1.0374,7.4777,-1342.7,828.66,-5973.2,8.3998,0.22431,-1.6171,4.5165e+08,4.5165e+08
7000.2,0.072439,-0.096155,1.0391,-1.0377,7.4769,-1125.3,834.02,-6009.2,8.4558,0.18847,-1.3574,8.9329e+07,8.9329e+07
7000,-0.018217,-0.068416,1.0359,-1.0382,7.4761,-314.91,846.06,-6092.4,8.5703,0.052544,-0.37861,4.0631e+08,4.0631e+08
7000.1,0.13869,0.18011,1.0375,-1.0369,7.4766,-690.86,841.13,-6065.2,8.5341,0.1158,-0.83354,1.4137e+08,1.4137e+08
7000.1,-0.076428,0.17151,1.039,-1.0369,7.4769,-954.72,836.74,-6033.8,8.4919,0.15972,-1.1522,1.3598e+08,1.3598e+08
7000,0.081276,-0.07621,1.0378,-1.0374,7.4764,-552.94,843.24,-6076.8,8.5514,0.092634,-0.66694,1.3801e+09,1.3801e+09
7000,0.27716,-0.087075,1.0385,-1.0364,7.4767,-769.45,839.58,-6056.8,8.5232,0.12904,-0.92857,1.8195e+07,1.8195e+07
6999.9,-0.13624,-0.018189,1.0387,-1.038,7.4759,-385.52,845.08,-6086.4,8.5685,0.064383,-0.46492,1.5075e+08,1.5075e+08
7000.1,0.15695,0.039527,1.0378,-1.0367,7.4787,-1858.6,811.64,-5855.2,8.2324,0.30964,-2.2323,1.6626e+08,1.6626e+08
7000.1,-0.057884,-0.028495,1.0376,-1.0363,7.4764,-523.45,842.66,-6079.2,8.5545,0.087446,-0.63141,9.9545e+08,9.9545e+08
6999.9,0.14264,0.10044,1.0366,-1.0365,7.4774,-913.81,837.49,-6041.6,8.4968,0.1529,-1.1016,2.7024e+08,2.7024e+08
7000,0.23436,0.072761,1.0377,-1.0374,7.4776,-1253.1,830.92,-5989.2,8.4237,0.20976,-1.5097,1.6754e+08,1.6754e+08
6999.9,-0.11739,-0.098387,1.0384,-1.0372,7.475,189.61,845.41,-6093.2,8.5802,-0.032254,0.23131,6.9839e+07,6.9839e+07
6999.9,-0.076636,-0.10941,1.0374,-1.0386,7.4788,-1927.9,810.57,-5836.6,8.2051,0.32123,-2.3139,1.059e+08,1.059e+08
6999.9,0.0070777,-0.039787,1.0387,-1.0373,7.4761,-425.99,844.18,-6084.4,8.565,0.071295,-0.51385,7.1511e+08,7.1511e+08
7000.2,0.12697,-0.03368,1.0377,-1.0384,7.4766,-886.55,839.42,-6043.8,8.5028,0.14869,-1.0695,2.6213e+08,2.6213e+08
7000.1,-0.063849,0.093137,1.0369,-1.0369,7.4782,-1504.9,823.73,-5941,8.3526,0.25101,-1.8108,7.1381e+08,7.1381e+08
7000.1,-0.039795,0.17444,1.0373,-1.0381,7.4778,-1434.6,826.72,-5955,8.3741,0.23974,-1.727,4.2637e+08,4.2637e+08
7000.1,-0.20919,-0.18974,1.0377,-1.0372,7.4761,-487.52,843.75,-6081.6,8.5581,0.081294,-0.58805,2.6742e+07,2.6742e+07
6999.9,-0.023474,-0.10557,1.0397,-1.036,7.477,-906.23,836.86,-6039.8,8.5014,0.15152,-1.0939,3.8295e+07,3.8295e+07
6999.9,0.13802,0.024844,1.0336,-1.0359,7.4781,-1015.7,835.43,-6031,8.4736,0.16955,-1.2227,1.1844e+05,1.1844e+05
7000,0.0018184,-0.036606,1.0366,-1.0353,7.4773,-846.97,837.7,-6050,8.5085,0.14139,-1.0212,2.9612e+08,2.9612e+08
6999.9,-0.059639,0.1671,1.0384,-1.0399,7.479,-2197.2,800.11,-5754.6,8.0923,0.36598,-2.6326,1.9385e+06,1.9385e+06
7000,0.024187,-0.19398,1.0367,-1.0376,7.4777,-1220.4,832,-5996.1,8.4305,0.20397,-1.47,3.8654e+08,3.8654e+08
7000.1,0.034963,0.021832,1.0383,-1.0382,7.4769,-1015.5,836.76,-6026.2,8.4788,0.17012,-1.2249,1.5874e+09,1.5874e+09
7000.1,-0.066245,0.011016,1.0371,-1.0387,7.4768,-922.85,839.07,-6039.8,8.4956,0.15452,-1.1129,1.0199e+09,1.0199e+09
7000,-0.24315,-0.032747,1.0387,-1.0378,7.4784,-1782.6,815.21,-5874.2,8.2615,0.29702,-2.1425,3.3281e+07,3.3281e+07
7000,-0.13789,0.083413,1.0376,-1.0372,7.4776,-1211.4,831.78,-5996.5,8.434,0.20235,-1.4599,9.5746e+08,9.5746e+08
7000.1,-0.10001,-0.0071008,1.0377,-1.0388,7.477,-1052.6,836.59,-6021.4,8.4704,0.17622,-1.2693,6.9376e+08,6.9376e+08
7000.1,-0.11366,-0.15443,1.0376,-1.0356,7.4751,252.89,843.99,-6091.9,8.5766,-0.042835,0.30799,1.3914e+07,1.3914e+07
7000.1,0.0052045,-0.12752,1.038,-1.0371,7.4764,-647.63,841.83,-6069,8.5401,0.10838,-0.78148,9.033e+08,9.033e+08
7000.1,0.1031,0.081545,1.0371,-1.0344,7.4764,-335.77,842.67,-6090.6,8.5704,0.05609,-0.40439,9.6143e+06,9.6143e+06
6999.9,0.014949,-0.082319,1.0372,-1.0364,7.4773,-920.21,837.2,-6040.4,8.4961,0.15379,-1.1096,9.1823e+08,9.1823e+08
7000.2,0.0079542,-0.051531,1.0387,-1.0362,7.4777,-1397.6,826.08,-5961.4,8.3859,0.23332,-1.6837,7.8828e+07,7.8828e+07
7000,0.086431,0.0096856,1.0355,-1.0395,7.4767,-745.2,842.79,-6061.7,8.5236,0.12496,-0.898,4.1015e+07,4.1015e+07
7000,0.0022511,0.14781,1.0363,-1.0358,7.4783,-1424,825.3,-5958.4,8.376,0.23742,-1.7139,1.0415e+08,1.0415e+08
6999.9,-0.1376,0.066119,1.0386,-1.0396,7.4785,-1940.4,810.7,-5831.7,8.2015,0.32368,-2.3296,1.6319e+07,1.6319e+07
6999.9,-0.016979,0.1701,1.0376,-1.0377,7.4779,-1369.9,828.11,-5967.6,8.3928,0.22893,-1.6497,2.9402e+08,2.9402e+08
7000,0.032275,-0.11589,1.0346,-1.0377,7.4761,-195.89,846.39,-6097.6,8.575,0.03254,-0.23428,2.1628e+07,2.1628e+07
6999.9,0.14528,-0.07897,1.0362,-1.0379,7.4785,-1637.1,820.52,-5912.3,8.3094,0.27326,-1.9678,1.2859e+08,1.2859e+08
7000,-0.090612,-0.013307,1.0365,-1.0375,7.4757,-90.292,846.21,-6097.6,8.5804,0.014751,-0.10711,5.8519e+08,5.8519e+08
7000.1,-0.0035419,0.012369,1.0384,-1.0374,7.4763,-637.52,842.14,-6069.3,8.542,0.10677,-0.76952,8.9831e+08,8.9831e+08
7000,-0.016137,0.022942,1.0363,-1.0365,7.4776,-1104.4,833.76,-6015.2,8.4576,0.18444,-1.3308,1.1137e+09,1.1137e+09
6999.9,-0.057711,0.047622,1.0389,-1.0366,7.4765,-637.87,841.44,-6068.8,8.5426,0.1067,-0.77002,4.9843e+08,4.9843e+08
7000.1,0.1468,-0.073233,1.0392,-1.0375,7.4772,-1211.5,831.81,-5995,8.4355,0.20287,-1.4609,1.4306e+08,1.4306e+08
7000,0.03955,-0.077598,1.0365,-1.0368,7.4769,-733.47,840.62,-6062.3,8.5264,0.12267,-0.88437,1.2568e+09,1.2568e+09
6999.8,-0.03078,-0.14534,1.0371,-1.0375,7.4771,-815.36,839.91,-6053,8.5143,0.13635,-0.98308,1.4272e+08,1.4272e+08
7000.2,0.03128,0.065522,1.0382,-1.0373,7.4762,-633.51,842.17,-6069.8,8.5424,0.10615,-0.76469,2.6572e+08,2.6572e+08
6999.9,-0.048598,0.011935,1.0356,-1.0357,7.4782,-1188.9,831.36,-6002.4,8.4372,0.19824,-1.4317,4.1836e+07,4.1836e+07
7000.1,0.09301,-0.13018,1.0383,-1.0395,7.4775,-1458.9,827.05,-5949.2,8.3676,0.24428,-1.7565,6.2106e+07,6.2106e+07
7000.1,0.01747,-0.082303,1.0363,-1.0377,7.4793,-2103.7,802.87,-5786.5,8.1313,0.3498,-2.521,1.2349e+08,1.2349e+08
7000,-0.029686,-0.22194,1.0377,-1.0385,7.4773,-1152.2,834.17,-6006.3,8.4479,0.19278,-1.3886,1.6448e+08,1.6448e+08
7000,-0.13293,-0.078697,1.0369,-1.0376,7.4781,-1478,825.18,-5946.8,8.3605,0.24661,-1.7785,6.4986e+08,6.4986e+08
6999.9,0.19746,0.047274,1.0367,-1.0372,7.4785,-1634.3,819.95,-5912.4,8.3111,0.27274,-1.9648,1.11e+08,1.11e+08
7000,-0.018238,0.16192,1.0373,-1.0376,7.4782,-1525.2,823.65,-5936.1,8.3468,0.25465,-1.8352,5.8585e+08,5.8585e+08
7000.1,-0.1753,-0.11221,1.0376,-1.0379,7.4767,-829.05,839.98,-6050.9,8.5126,0.1386,-1.0001,2.5007e+08,2.5007e+08
6999.9,-0.10053,-0.040378,1.0364,-1.0375,7.478,-1270.6,830.74,-5987.4,8.4177,0.21215,-1.53,3.0554e+08,3.0554e+08
7000,0.13608,0.068981,1.0358,-1.0381,7.4756,-6.5711,846.88,-6098.4,8.5807,0.00094782,-0.0055396,7.6503e+07,7.6503e+07
6999.8,-0.005193,0.12766,1.0378,-1.0378,7.4772,-1005.3,836.7,-6028.1,8.4805,0.16828,-1.2123,4.6012e+08,4.6012e+08
7000.2,-0.015613,-0.037053,1.0363,-1.0361,7.4749,369.81,843.81,-6087.5,8.5683,-0.062355,0.44966,1.3157e+07,1.3157e+07
7000,0.035941,-0.014085,1.0383,-1.038,7.4778,-1418.1,826.97,-5957.6,8.3796,0.23709,-1.7077,1.8212e+09,1.8212e+09
6999.9,-0.074136,-0.14692,1.0373,-1.0373,7.4767,-661,841.9,-6068.5,8.5375,0.11047,-0.79714,5.3684e+08,5.3684e+08
7000.1,-0.011027,0.11737,1.0386,-1.0369,7.4773,-1164.2,832.5,-6003.3,8.4465,0.19468,-1.4038,6.8682e+08,6.8682e+08
6999.9,0.035109,0.23606,1.0367,-1.0384,7.4769,-832.08,840.39,-6051,8.5115,0.13942,-1.0033,6.0995e+07,6.0995e+07
6999.9,0.096907,0.072575,1.039,-1.0372,7.4778,-1379.7,827.27,-5964.5,8.3914,0.23067,-1.6621,3.8656e+08,3.8656e+08
6999.9,0.072389,0.15335,1.0369,-1.0361,7.4763,-312.71,844.22,-6091.6,8.5718,0.052265,-0.37629,2.1348e+08,2.1348e+08
7000,-0.058417,-0.24052,1.038,-1.0371,7.4757,-244.99,845.3,-6093.2,8.5765,0.040783,-0.29479,5.2909e+07,5.2909e+07
7000,-0.14792,-0.12305,1.0375,-1.0368,7.477,-841.28,838.89,-6049.7,8.5104,0.14051,-1.0147,5.2158e+08,5.2158e+08
7000.1,-0.0098154,0.010783,1.0369,-1.0389,7.4763,-693.02,842.88,-6065.5,8.5328,0.11614,-0.83586,3.5074e+08,3.5074e+08
6999.9,0.029054,0.0014772,1.0382,-1.039,7.4765,-763.08,841.74,-6057.4,8.5239,0.12797,-0.92064,4.6245e+08,4.6245e+08
7000.1,0.075163,-0.16833,1.0364,-1.0374,7.4779,-1334.9,829.05,-5975.8,8.4006,0.22302,-1.6071,2.7228e+08,2.7228e+08
7000,-0.10586,-0.1354,1.0369,-1.0374,7.477,-860.49,839.15,-6047.9,8.5064,0.14382,-1.0376,7.4093e+08,7.4093e+08
7000.3,-0.047189,0.065504,1.0388,-1.0365,7.478,-1624.1,819.51,-5912.6,8.3167,0.27083,-1.9544,1.9497e+07,1.9497e+07
7000.1,0.097717,0.087906,1.0381,-1.0387,7.4777,-1451.3,826.6,-5950.9,8.3699,0.24286,-1.7474,4.4157e+08,4.4157e+08
6999.9,-0.069106,-0.15751,1.0374,-1.0379,7.4779,-1371.6,828.35,-5967.8,8.3917,0.22911,-1.6515,4.8905e+08,4.8905e+08
7000.1,0.0073981,0.20746,1.0377,-1.0377,7.4785,-1838.1,813.15,-5860.5,8.2402,0.30641,-2.208,9.0317e+07,9.0317e+07
7000.1,-0.024585,0.022787,1.0369,-1.0366,7.4789,-1882.9,810.77,-5849.6,8.2222,0.3133,-2.2606,3.3317e+08,3.3317e+08
6999.9,-0.0074173,-0.13913,1.0369,-1.0348,7.4772,-702.47,839.4,-6065.2,8.5314,0.1172,-0.84706,2.9399e+07,2.9399e+07
6999.7,0.17265,0.0005749,1.0379,-1.038,7.4781,-1437.5,826.42,-5954.1,8.3736,0.2404,-1.7305,1.3556e+07,1.3556e+07
6999.9,0.16261,-0.080395,1.0376,-1.0361,7.4781,-1391.4,826.29,-5963.8,8.3864,0.23231,-1.6753,1.396e+08,1.396e+08
7000,0.024516,0.086552,1.0385,-1.0382,7.4774,-1293.8,830.46,-5981,8.4141,0.21653,-1.5591,1.0062e+09,1.0062e+09
6999.9,0.12456,-0.08287,1.0377,-1.0358,7.4787,-1666.8,817.68,-5904,8.3011,0.2777,-2.0041,6.2342e+07,6.2342e+07
6999.9,0.11234,0.088665,1.0379,-1.0374,7.4776,-1203.4,832.06,-5997.5,8.4363,0.20137,-1.4503,7.1355e+08,7.1355e+08
6999.9,-0.061327,0.12334,1.0359,-1.0391,7.476,-275.65,846.93,-6093.6,8.5729,0.045959,-0.33106,2.891e+07,2.891e+07
6999.9,-0.023496,-0.044908,1.0363,-1.0356,7.4787,-1603.1,819.8,-5920.2,8.3208,0.26688,-1.9275,9.5047e+07,9.5047e+07
6999.9,0.009032,0.22196,1.0367,-1.0384,7.4768,-753.17,841.6,-6059.6,8.5241,0.12618,-0.90818,1.2151e+08,1.2151e+08
7000,0.17906,-0.051815,1.036,-1.0384,7.4769,-816.28,840.72,-6053.7,8.513,0.13685,-0.98386,1.5984e+08,1.5984e+08
7000.2,0.088129,-0.095044,1.0348,-1.0372,7.4765,-513,843.86,-6082.6,8.5523,0.085794,-0.61775,1.0569e+07,1.0569e+07
7000.2,-0.082552,0.060627,1.0372,-1.0371,7.4769,-940.98,837.41,-6037.4,8.4923,0.15733,-1.1349,2.5414e+08,2.5414e+08
7000.2,-0.10941,-0.065301,1.0369,-1.0376,7.4796,-2442.6,786.98,-5672.7,7.9729,0.40488,-2.9196,3.613e+06,3.613e+06
7000.1,-0.0069644,-0.017522,1.0377,-1.0369,7.4775,-1207.8,831.57,-5997.1,8.4349,0.20184,-1.4557,2.4654e+09,2.4654e+09
6999.9,-0.015375,0.14964,1.0393,-1.0376,7.4781,-1572.7,821.96,-5923.7,8.334,0.26267,-1.893,5.13e+07,5.13e+07
7000,0.11851,-0.095,1.0382,-1.038,7.478,-1552.3,823.01,-5929.5,8.3391,0.25941,-1.868,5.1904e+08,5.1904e+08
7000,-0.074291,-0.14744,1.0377,-1.0374,7.4796,-2304,793.42,-5720.6,8.0417,0.38235,-2.7576,5.0221e+07,5.0221e+07
7000,0.1725,-0.047303,1.0368,-1.0368,7.4779,-1289.9,829.62,-5983.7,8.4131,0.21559,-1.5535,4.2425e+08,4.2425e+08
6999.9,0.079014,-0.005623,1.0383,-1.0373,7.4778,-1332.1,828.77,-5974.4,8.4036,0.2227,-1.6046,9.0183e+08,9.0183e+08
7000.2,0.13037,-0.1799,1.0378,-1.0358,7.4763,-510.91,842.4,-6080.2,8.5558,0.085526,-0.61636,1.8658e+07,1.8658e+07
7000,0.14094,-0.1293,1.0356,-1.0389,7.4781,-1501,825.67,-5943.1,8.3521,0.25095,-1.8052,2.4897e+07,2.4897e+07
7000,0.19388,-0.1709,1.0364,-1.0365,7.4765,-488.09,843.32,-6083,8.5565,0.081734,-0.58805,4.7422e+07,4.7422e+07
7000.1,-0.0064457,0.068003,1.0357,-1.0362,7.4784,-1458.2,824.71,-5952.1,8.3653,0.24309,-1.7544,1.2937e+08,1.2937e+08
6999.9,0.098646,0.07922,1.0386,-1.0379,7.4777,-1386.5,827.75,-5963.4,8.3891,0.23196,-1.6701,5.5489e+08,5.5489e+08
6999.9,-0.1763,0.045764,1.0376,-1.0372,7.4768,-732.15,840.85,-6061.2,8.5281,0.12231,-0.88321,5.2097e+08,5.2097e+08
7000,-0.02769,0.044801,1.0385,-1.0377,7.478,-1562.2,822.45,-5926.9,8.3364,0.26085,-1.88,1.2327e+09,1.2327e+09
7000,-0.017343,0.079126,1.0392,-1.04,7.4796,-2631.5,778.45,-5598.6,7.8754,0.43678,-3.1413,8.7796e+05,8.7796e+05
6999.9,0.005776,0.1579,1.0392,-1.0366,7.4749,222.42,844.72,-6091.2,8.5802,-0.037529,0.27086,1.2013e+07,1.2013e+07
6999.9,-0.015629,0.050104,1.0376,-1.0393,7.4772,-1113.7,835.63,-6012.2,8.457,0.18658,-1.3425,5.5081e+08,5.5081e+08
6999.9,-0.11411,-0.074249,1.037,-1.0378,7.4784,-1570.8,822.48,-5926.6,8.3319,0.26202,-1.8892,2.1006e+08,2.1006e+08
6999.9,0.20766,0.058582,1.0373,-1.0374,7.4771,-882.69,838.64,-6044.8,8.5031,0.14794,-1.0644,1.9642e+08,1.9642e+08
6999.9,0.0029998,0.10646,1.0381,-1.0349,7.4748,560.08,840.84,-6072.8,8.5531,-0.094119,0.67992,2.3521e+06,2.3521e+06
7000.1,0.18313,-0.10283,1.0369,-1.0368,7.4774,-1073,834.67,-6019.5,8.465,0.17955,-1.2933,2.3705e+08,2.3705e+08
7000,-0.050709,0.024802,1.0375,-1.0361,7.4765,-507.38,842.61,-6080.4,8.5561,0.084734,-0.61188,1.124e+09,1.124e+09
6999.8,-0.078065,0.018338,1.0358,-1.0385,7.4772,-823.91,840.66,-6052.9,8.5116,0.1378,-0.99285,5.3838e+07,5.3838e+07
