-975.52,836.94,-6032.8,8.4857,0.16324,-1.1763,5.4747e+08
-916.27,838.06,-6040.4,8.4972,0.1533,-1.105,1.5862e+09
-940.7,837.53,-6037.4,8.4925,0.15737,-1.1343,4.1663e+08
-993.12,836.67,-6030.2,8.4824,0.1662,-1.1976,1.7393e+09
-1017.4,836.18,-6026.7,8.4776,0.17021,-1.2268,1.1714e+09
-1004.2,836.47,-6028.8,8.48,0.16784,-1.2109,6.127e+08
-1020.6,836.12,-6026.4,8.4768,0.17079,-1.2306,1.9227e+09
-1069.8,835.15,-6019.2,8.4665,0.17908,-1.2897,2.3018e+08
-944.63,837.65,-6037,8.4916,0.15785,-1.1391,1.7498e+08
-959.32,837.24,-6035,8.4888,0.1607,-1.1568,1.8729e+08
-923.44,838.03,-6039.7,8.4956,0.15445,-1.1136,8.5409e+08
-915.54,838.05,-6040.5,8.4974,0.15309,-1.1042,7.4789e+08
-946.49,837.47,-6036.6,8.4915,0.15837,-1.1414,1.2251e+09
-977.57,836.91,-6032.4,8.4855,0.16347,-1.1789,1.5767e+09
-925.77,837.94,-6039.3,8.4954,0.15486,-1.1164,1.3379e+09
-983.29,836.8,-6031.7,8.4842,0.16444,-1.1858,5.4366e+08
-1014.3,836.24,-6027.3,8.4781,0.16979,-1.223,1.4238e+09
-942.05,837.53,-6037.1,8.4924,0.15757,-1.136,7.1048e+08
-921.85,837.95,-6039.8,8.496,0.15417,-1.1117,1.3899e+09
-995.43,836.71,-6030,8.4818,0.16655,-1.2002,5.9275e+08
-983.84,836.75,-6031.6,8.4841,0.16476,-1.1863,4.3551e+08
-1063.7,835.3,-6020.1,8.4678,0.17809,-1.2824,4.1376e+08
-1113.6,834.17,-6012.4,8.457,0.18632,-1.3426,9.7657e+07
-976.05,836.92,-6032.6,8.4857,0.16337,-1.177,1.2598e+09
-1002.2,836.49,-6028.8,8.4807,0.16787,-1.2086,1.8026e+08
-1015.9,836.23,-6027.2,8.4776,0.17004,-1.2249,8.0819e+08
-994.47,836.72,-6030.1,8.482,0.16628,-1.1992,1.1167e+09
-904.1,838.29,-6042,8.4994,0.15129,-1.0903,1.5859e+09
-962.39,837.19,-6034.5,8.4883,0.16091,-1.1605,5.5301e+08
-1005.8,836.32,-6028.5,8.4798,0.16822,-1.2128,5.6334e+08
-974.26,837.15,-6032.9,8.486,0.16289,-1.1748,3.3076e+08
-1094.9,834.65,-6015.5,8.4608,0.18321,-1.32,2.521e+08
-931.07,837.9,-6038.7,8.4943,0.15592,-1.1227,2.563e+08
-1002.8,836.57,-6028.8,8.4806,0.1679,-1.2092,2.8198e+08
-991.11,836.73,-6030.7,8.4825,0.16575,-1.1951,8.2543e+08
-947.8,837.4,-6036.3,8.4913,0.15847,-1.1431,3.8404e+08
-841.6,839.26,-6049.6,8.5104,0.14084,-1.015,2.2808e+08
-1001.6,836.57,-6029.1,8.4806,0.16763,-1.2077,1.1948e+09
-934.11,837.76,-6038.3,8.4937,0.15613,-1.1264,4.1429e+08
-923.63,838.02,-6039.8,8.4955,0.15452,-1.1138,4.3958e+08
-1051.7,835.61,-6021.8,8.4704,0.17592,-1.268,1.508e+08
-1000.1,836.56,-6029.2,8.4811,0.1672,-1.2059,1.2976e+08
-1044.9,835.71,-6023,8.4716,0.17492,-1.2598,4.4498e+08
-990.86,836.62,-6030.7,8.4826,0.16565,-1.1948,3.2578e+08
-982.24,836.79,-6031.6,8.4848,0.16452,-1.1846,7.4666e+07
-970.61,837.05,-6033.2,8.487,0.16243,-1.1705,1.023e+09
-1038.8,835.94,-6024,8.4727,0.17383,-1.2525,1.516e+08
-979.17,836.89,-6032.1,8.4852,0.1637,-1.1808,9.8472e+08
-989.22,836.69,-6030.9,8.483,0.1655,-1.1928,1.697e+09
-924.37,837.91,-6039.4,8.4958,0.15478,-1.1146,2.677e+08
-972.93,837.01,-6032.9,8.4866,0.1628,-1.1733,1.271e+08
-926.94,837.93,-6039.2,8.4951,0.15498,-1.1178,7.6662e+08
-1028.9,835.97,-6025.3,8.475,0.17215,-1.2405,5.764e+08
-972.09,837.05,-6033.2,8.4865,0.16265,-1.1722,1.0372e+09
-912.86,838.04,-6040.9,8.4979,0.15285,-1.1008,4.4428e+08
-934.09,837.78,-6038.3,8.4937,0.15635,-1.1264,1.5935e+09
-946.08,837.49,-6036.6,8.4915,0.15815,-1.141,5.7727e+08
-959.81,837.29,-6034.8,8.4889,0.16055,-1.1574,1.214e+09
-943.29,837.68,-6037,8.492,0.15798,-1.1374,3.4846e+08
-1047.8,835.53,-6022.4,8.4712,0.17552,-1.2635,5.341e+07
-1054.7,835.49,-6021.5,8.4696,0.17644,-1.2716,1.1748e+09
-955.59,837.37,-6035.3,8.4898,0.15997,-1.1524,1.4081e+09
-940.13,837.76,-6037.5,8.4926,0.15746,-1.1336,1.5848e+08
-948.58,837.39,-6036.5,8.4909,0.15856,-1.1438,1.79e+08
-949.81,837.51,-6036.1,8.4909,0.15884,-1.1454,1.2109e+09
-987.69,836.74,-6031,8.4835,0.16537,-1.1909,3.838e+08
-1137,833.72,-6008.9,8.4515,0.19027,-1.3705,2.0744e+08
-863.14,839,-6047,8.5067,0.14458,-1.041,1.5048e+08
-993.65,836.65,-6030.1,8.4824,0.16618,-1.1983,8.9189e+08
-963.98,837.23,-6034.3,8.488,0.16127,-1.1625,2.3397e+09
-1020.3,836.12,-6026.5,8.4768,0.17056,-1.2303,9.0629e+08
-961.34,837.25,-6034.6,8.4886,0.16098,-1.1593,4.8432e+08
-945.3,837.54,-6036.7,8.4917,0.15817,-1.1398,6.3258e+08
-935.11,837.77,-6037.8,8.4939,0.15631,-1.1277,1.4699e+08
-1018.9,836.07,-6026.7,8.4771,0.17033,-1.2286,5.3031e+08
-934.64,837.85,-6038.1,8.4937,0.15633,-1.1271,3.099e+08
-971.49,837.03,-6033.3,8.4866,0.16257,-1.1715,1.3101e+09
-950.2,837.43,-6035.9,8.4909,0.15907,-1.1459,5.097e+08
-879.93,838.77,-6045,8.5037,0.14719,-1.0611,9.7032e+08
-1032.4,835.8,-6024.6,8.4745,0.17277,-1.2449,2.3981e+08
