-1313.4,830.14,-5978.8,8.4074,0.21959,-1.5819,1.4456e+06
-662.68,842.02,-6068.6,8.5369,0.11084,-0.79914,9.1747e+05
-1410.1,826.01,-5958.9,8.3825,0.23561,-1.6985,1.247e+05
-853.47,839.24,-6048.4,8.508,0.14276,-1.0292,1.9683e+06
-393.57,845.14,-6087.5,8.5661,0.065806,-0.4742,1.0937e+06
-2133.3,801.35,-5775.7,8.1201,0.3547,-2.5571,1.6329e+05
-1080.4,834.16,-6017.5,8.4644,0.18076,-1.3026,4.6798e+05
-517.26,843.02,-6079.4,8.5554,0.086631,-0.62378,5.5157e+05
-1445.8,826.02,-5952.5,8.3711,0.24152,-1.7407,1.6781e+06
-326.47,845.35,-6091.3,8.5704,0.054576,-0.39283,1.0306e+06
-1021.3,836.78,-6025.9,8.477,0.17094,-1.2316,1.3144e+06
-1136.2,833.55,-6008.4,8.4523,0.19013,-1.3699,7.021e+05
-919.31,837.59,-6040.3,8.4964,0.15382,-1.1087,1.6779e+06
-564.53,843.11,-6076.1,8.5499,0.09447,-0.68081,1.2128e+06
-1646.4,819.55,-5908.6,8.308,0.27472,-1.9799,5.7747e+05
-973.68,836.14,-6033.4,8.4858,0.16273,-1.174,1.2322e+06
-1343.8,828.74,-5972.5,8.4,0.22461,-1.6186,1.5321e+06
-819.14,840.11,-6053.1,8.513,0.13684,-0.98755,1.8433e+05
-689.91,841.64,-6066,8.5333,0.11535,-0.83206,1.4083e+06
-581.75,843.14,-6075.2,8.5474,0.097382,-0.70161,2.7163e+05
-1345.1,828.57,-5972.5,8.3994,0.22472,-1.6199,1.5214e+06
-778.48,840.5,-6057.2,8.52,0.13036,-0.93868,6.4184e+05
-667.37,842.16,-6067.4,8.5372,0.1118,-0.80513,1.747e+06
-1160.1,832.55,-6005.6,8.4456,0.19387,-1.398,1.4797e+06
-1292,830.55,-5981.6,8.4142,0.21622,-1.5567,7.7816e+05
-1180.3,833.02,-6001.5,8.4417,0.19757,-1.4224,6.9093e+05
-1414.6,826.15,-5960,8.379,0.23592,-1.7026,3.2278e+05
-1254.8,831.11,-5990.1,8.4219,0.20974,-1.5113,7.4451e+05
-467.22,843.05,-6083.9,8.5591,0.078157,-0.563,3.5926e+05
-581.12,842.92,-6075.2,8.5475,0.097276,-0.70071,1.717e+06
-1133.9,834.08,-6009.5,8.4519,0.18969,-1.3666,1.4764e+06
-1360.5,828.75,-5970.3,8.3943,0.22745,-1.6379,1.0469e+06
-1504.9,823.86,-5939.4,8.3543,0.2513,-1.8116,3.9341e+05
-926.02,837.17,-6038.5,8.4962,0.15493,-1.1171,7.0589e+05
-1562.7,821.99,-5928.4,8.3346,0.2606,-1.8798,9.6492e+05
56.873,844.79,-6095.4,8.584,-0.0097946,0.070475,40127
-1286.4,831.51,-5983.7,8.4144,0.2153,-1.5494,3.5007e+05
-1187.4,832.2,-6000.1,8.4403,0.19843,-1.4315,6.0913e+05
-1809.1,813.22,-5868.4,8.2508,0.30105,-2.1736,1.2373e+05
-1562.4,823.18,-5928.3,8.3347,0.26102,-1.8794,5.2586e+05
-885.19,839.5,-6043.1,8.5041,0.14834,-1.0681,3.6203e+05
-911.03,838.27,-6041,8.4982,0.15251,-1.0988,2.442e+06
-1519.4,824.5,-5937.8,8.348,0.25375,-1.8281,6.472e+05
-554.75,843,-6077.3,8.5505,0.09284,-0.66901,1.1818e+06
-568.79,843.22,-6076,8.5492,0.095378,-0.68586,2.6897e+05
-1266,830.44,-5987.8,8.4195,0.21148,-1.525,1.8021e+06
-998.93,836.36,-6030.4,8.4801,0.16694,-1.2041,1.1765e+06
-874.6,839.94,-6044.9,8.5053,0.1467,-1.0553,56670
-778.89,841.17,-6056.2,8.5209,0.13052,-0.93955,1.063e+06
-825.67,840.41,-6051.3,8.513,0.13822,-0.99585,1.057e+06
-570.04,843.05,-6076.2,8.5487,0.095462,-0.68735,1.3188e+06
-830.6,839.65,-6051.8,8.5111,0.13889,-1.0013,7.544e+05
-674.98,841.36,-6067,8.5359,0.11298,-0.81421,1.7396e+06
-1690,817.16,-5898.6,8.2929,0.28148,-2.0317,3.4901e+05
-955.88,836.51,-6035.5,8.4896,0.15978,-1.1526,9.4463e+05
-1135.4,833.34,-6009.1,8.4519,0.18984,-1.3686,1.7467e+06
-918.45,838.64,-6040.3,8.4965,0.15375,-1.1076,1.8368e+06
-203.41,845.17,-6094.3,8.5786,0.033863,-0.2444,7.788e+05
-792.57,840.99,-6055.6,8.5177,0.13294,-0.95569,2.3384e+05
-1314,829.4,-5979.3,8.4067,0.2195,-1.5822,5.7823e+05
-352.68,843.91,-6089.1,8.5699,0.058896,-0.42498,4.3917e+05
-538.44,842.96,-6077.7,8.5533,0.090217,-0.64949,3.3973e+05
-1087.4,834.76,-6016.6,8.4625,0.18187,-1.3109,2.0392e+06
-1475,824.89,-5946.5,8.3624,0.24625,-1.7754,8.4393e+05
-918.87,838.6,-6039.2,8.4976,0.15392,-1.1086,8.1857e+05
-1507.1,823.95,-5940.5,8.3519,0.25147,-1.8133,3.4051e+05
-743.5,840.8,-6059.8,8.5266,0.12449,-0.89704,1.9444e+06
-1020.7,836.96,-6026.9,8.4761,0.17094,-1.2305,8.6794e+05
-1108.2,834.94,-6013.9,8.4573,0.1854,-1.3357,9.3218e+05
-776.97,840.3,-6056.4,8.5213,0.13008,-0.93728,1.947e+06
-764.22,840.51,-6058.6,8.5224,0.1279,-0.9215,1.1821e+06
-1056.8,835.48,-6020.3,8.4701,0.17675,-1.2745,9.5316e+05
-954.28,837.68,-6036.6,8.4887,0.15961,-1.1503,1.2081e+06
-927.13,837.38,-6039,8.4953,0.1551,-1.1181,1.4516e+06
-984.48,836.14,-6031.1,8.4846,0.16461,-1.1874,9.7489e+05
-710.3,841.16,-6063.6,8.5309,0.11886,-0.85688,1.8144e+06
-1111.6,834.36,-6012.9,8.4571,0.18589,-1.3398,1.7554e+06
-1122.5,833.63,-6011.1,8.4549,0.18769,-1.3531,1.5721e+06
-707.76,841.45,-6065,8.5299,0.11839,-0.85324,1.0479e+06
